-0.5501806280981555 -1.0473564433042608 1.6478123924753276 0.039639455354591534	1 0 3 2
0.5570453203135118 -0.6937424534413964 0.3425304221150935	1 2 0
-0.29386984269422317 -0.025409817666126478 -1.0869065394666133 0.6681076504162922	2 0 1 3
0.35347370209441276 -0.5463261116464743 -0.6087268241365813 -0.06873251733169038 -1.2314117857815672	4 2 1 3 0
0.47098574534608784 -1.5190395702692812 0.23644123034194572 -1.3983658399393757 -0.18806232415288457	1 3 4 2 0
-0.8451102691801616 1.5942354855177507 -0.6328321772845258 -0.25605876211236794 1.8243991902086245	0 2 3 1 4
1.4044607614174627 -0.2007731931457354 1.4185377505947212	1 0 2
0.012792755574175214 -0.011385217812617896 1.365418994225224	1 0 2
-2.349471164931074 0.13764834245286028 0.8985589254624324 0.09266267554471216	0 3 1 2
-0.6571190766397687 -1.2103627606388472 -1.0497317315352694 -1.0390700380689488 -0.05230407224101175	1 2 3 0 4
1.702070127013581 0.03422539785850333 1.6679124690845908	1 2 0
0.4241650163203273 1.5059301777905303 -0.5123009396967251 0.3429622376514466 -1.745471100410258	4 2 3 0 1
-0.9644964977044524 -0.46713698332152553 -1.0650500065440334 0.7255386056818187	2 0 1 3
-0.1185187885872917 -2.1494049918003486	1 0
0.09230445628136803 1.1732660393206944 -0.4993423924792823	2 0 1
-0.31987751677981396 -2.057633905863897 -1.1156549146910961 -0.8613543857101099	1 2 3 0
2.1110791032038962 -1.1544115872219278 -0.2386067199123718 -0.2777115529847611 -1.1864889259061757	4 1 3 2 0
-1.5093692312290121 0.5704867385521316 2.1609889877676767 0.8663882904519807 0.38464063791990216	0 4 1 3 2
-2.14113106109237 -1.5294071617759997 -2.390850062291673 -1.594191813092521 -0.5139368482975166	2 0 3 1 4
1.053931529757674 -0.19057982265579526	1 0
-1.610625957216717 1.7179518969857093 -0.04030144520952361	0 2 1
-0.39988079242499963 0.1591735897085435 -0.22923015900888238 -1.5333053056692383 0.3763215272281119	3 0 2 1 4
-0.17078882687710012 1.1262577308876978 1.2966081914361143 0.6754920806188731	0 3 1 2
0.7621895744775291 0.7793765133969501 -0.8171821891778871	2 0 1
0.3440359031247362 2.434427750951429 0.5099263813894823 -0.2943882989571507 -1.5782805892386766	4 3 0 2 1
0.09792764424428396 0.3774513868060632 0.1869710052743911	0 2 1
-0.06610806915374233 -0.28844781120292656 1.230436760922787	1 0 2
0.21437381995820579 0.782700150553477 -0.8256756754917561 0.1173017783538733 1.191266825492812	2 3 0 1 4
0.9579422402135866 1.3102396540879948 -0.6339800607330898 -0.9916118083256411	3 2 0 1
0.7489114505963478 1.802853836780224	0 1
1.282492507444131 0.6672195568159379	1 0
-0.604232017638974 0.6182486333881904 1.1430133406955643	0 1 2
0.4677468400352673 0.21592592568161928 -2.181242742418943	2 1 0
0.7322149560408779 0.5022974341448845	1 0
-0.7591758526420189 1.7712141439173683 0.612326802379419 -0.46923290546848256	0 3 2 1
1.1579433265820118 0.6108316912523661 -0.6747245819173364 -0.9804829289483282 0.5265979010834336	3 2 4 1 0
1.0568678549529806 0.48157418482483416 1.2322173180033666	1 0 2
1.0432852848069112 -0.6114561428046708 -0.27320803221605033 -1.5511670735550116	3 1 2 0
2.529147348250118 -0.9697461523604062 -0.32173079494490386 -1.0852247942538324	3 1 2 0
1.3217783124696503 0.24437065459158946 -0.2299430768354037 1.1727034161630205	2 1 3 0
0.3340325252150706 1.1322169531827473 0.023732446269243018	2 0 1
-0.7487502576883112 0.1829963554686963 1.1528331810872117	0 1 2
0.43520417151936014 -1.2765010720812466 0.5729479587724524	1 0 2
0.7451283170028131 -0.08696364035416256	1 0
-1.0041002398714363 0.8369067391036484 1.138525831532994 0.13034135123650442	0 3 1 2
0.46422707865172996 0.2912530604723174 0.7366825522542954 -0.8189553035912823 0.41440039788978716	3 1 4 0 2
-0.41691716125964307 0.8887792673865982 1.7958143546231629 0.7015264130708464 0.3136928608765721	0 4 3 1 2
0.4337312838336225 0.042216345594346824	1 0
-0.03521595614015279 -0.2955339018706586 -1.6565099220284936	2 1 0
-0.7304686461425858 -0.09326506152641355	0 1
-0.555616291081937 -0.03382652508655391 -0.21094386143524357 -0.32167475191695477 1.7438307294662414	0 3 2 1 4
-0.20812863006256865 0.5853980592036109	0 1
-0.45912622501580586 2.0542803904847724	0 1
-0.07014198723422611 -0.017958220076669168	0 1
0.0783905374988134 -1.1975250354720914 -1.8376729826462073 -0.7042379806725451 0.575162256819832	2 1 3 0 4
-0.16646451829005332 0.5281861607407747 -0.2546317129051076	2 0 1
1.7451619672030838 -0.7382815218072307 0.7718184733996578	1 2 0
-0.3488197933791453 -1.2596569742926946	1 0
-1.5911107728554308 0.5099499327574167 0.29430023390458443	0 2 1
1.737904087717518 -0.23541346758628215 -1.5663447935987136 0.852009885238899 0.5970070683969814	2 1 4 3 0
1.6061626351553784 1.8541313464881741 0.3972833042259 -0.423061387671286 -0.7823250450433056	4 3 2 0 1
0.16718948567541178 -0.22290279472863586	1 0
1.2173644631633276 0.48700306186115666	1 0
-0.28589280078251117 0.687930366533454	0 1
0.024162587112274637 0.8937943567516586 0.2737136880723323 -0.23604628587006288 0.21647048650233433	3 0 4 2 1
-0.00782171146788391 1.0299310369295613	0 1
1.1401658787975661 0.37520539656543256 0.14683717856715756 0.13786726161344923	3 2 1 0
1.1614975326963164 1.5819973638082352 0.10823893094081333 0.7834446089738851	2 3 0 1
1.355220516103001 -1.6361097340847572 1.350830091814812	1 2 0
0.26584524266212095 -0.7231422895729892	1 0
0.2917885004248307 -1.732600038970331 -0.9005121990588593 1.0030008733145739	1 2 0 3
-1.6441933688843364 -0.566227778272544 1.7009843672560268 1.4325555907225718 -1.666224392106409	4 0 1 3 2
0.23712977831467627 0.1543729729812776	1 0
-1.8159193772569364 0.45344830487451443 1.227773136625434	0 1 2
0.6864129920455105 -0.5242703575302955	1 0
-1.1537462864271262 -1.6439149114160125	1 0
1.6810776480658023 -0.2556627222904129 -0.6256484969472965	2 1 0
-0.8839356032823737 0.7081020331970792	0 1
0.6798444461512595 -1.21831150353045 0.019493432838048077 0.04979155354601454 1.003489497888865	1 2 3 0 4
0.6467426460585888 -0.3868995847828174	1 0
0.14185102616367548 -1.325637598573308 -0.6977665415985634 -2.078242695834099	3 1 2 0
-1.7260176477957627 1.2081580531567557	0 1
0.6136957066099643 1.1867909330746071 -0.4434477036493933 -0.9633261011410297 -0.5340061339559944	3 4 2 0 1
-0.23168915483674546 -0.5853523768886426 -2.3136211193219007	2 1 0
0.29009628089445155 0.8680669011326543 1.127077660236622	0 1 2
-0.29704041501148515 0.5620941854110151	0 1
0.05239857024835487 -0.00027667281721473127	1 0
0.49262292735407975 -1.1564065247667998 1.0449290929455817 -0.6965419371646936 0.9644986340013908	1 3 0 4 2
-0.46311464663170687 0.015992565841469776 0.7221467850692717	0 1 2
0.5812271382694207 -1.2393487666336398 -0.25877025859340297 0.5299079187237676	1 2 3 0
0.775383519451491 1.1082040445433365 -0.07333764312912466 -1.2444486512420332 0.4018158038300079	3 2 4 0 1
0.38088490406719533 0.0717647888958736 0.17773862702846366	1 2 0
0.017689769972785672 -1.918659331082369 -1.464399698992064 -0.5914405653218308	1 2 3 0
0.5802584839646243 2.100594680979383 0.08965640265272783 1.1870576051392059	2 0 3 1
-1.5836194864504036 -0.26396766187284987 -0.04769571922341964 -0.150941992959681 1.8120250990887383	0 1 3 2 4
-0.40529868206493097 1.9967038288999535 1.053641753680791	0 2 1
-1.8021010731263525 0.3447239658644958 1.0904530312253315 -0.02208013338032591 -2.8539078606859927	4 0 3 1 2
0.5815108608293205 0.7568273469412027	0 1
0.9123830116185 -0.8973294508221992 0.868652825190143	1 2 0
0.021553436017037703 -0.2065161448139004 -0.2864199943993995 -0.29750609600434275 1.1062809255434625	3 2 1 0 4
0.857768366372968 -0.9538243579256059 0.10298568239210475	1 2 0
1.9861115942831709 1.7739486974270773 0.8893363005835643 0.08169204909031923	3 2 1 0
0.273430929999564 0.002285596475828424 1.200943412648834 -0.54191420904368	3 1 0 2
0.2692792594656991 -1.0802336523963092 0.310122038618918 0.07267017041878694 0.34758512653725426	1 3 0 2 4
0.6090406393483455 -0.6549541602781048 1.2235770469109641 -0.8355040354596748 -0.6816753546241693	3 4 1 0 2
-1.9033244662392055 0.0023924441817769777 -0.5411756268036629	0 2 1
1.407535601038162 -2.6588163042820687 -1.6128565287550771 0.5158213361770044 0.41830821957572034	1 2 4 3 0
-0.0635178996683827 0.21118678494403414	0 1
0.3388382617518454 0.7315104279380438 -0.08859668192477085	2 0 1
-0.025307300251131797 1.3627848707501837 -1.258039389996896 1.3736576423521838	2 0 1 3
-0.49173015326053987 -1.2162560379519067	1 0
-1.276673418794199 -0.41381041225666737 -0.8065764124035475 1.7966046001028644	0 2 1 3
0.3637462017546827 -1.270310963738882 0.05557811860864098 0.5187921728421478 -0.06855891462052845	1 4 2 0 3
0.12125057051018097 -0.882499862191371 0.625583893409354 0.6592053676767194 -1.052052481664886	4 1 0 2 3
-2.077367058242796 -0.710919522514548 -0.180208686719965	0 1 2
0.4786885834410853 -1.379524130592129 2.3006375055724333 0.9500077768436348	1 0 3 2
1.5983567877533964 0.3645779580664244	1 0
1.7829318403797874 1.1316355010442145 1.484751671762465 -0.11673661796304702 0.44098718529887276	3 4 1 2 0
-1.0183309859132803 -0.973943859417372 -1.2319825150947779 1.7154572269032278	2 0 1 3
-0.38888547668412493 -1.3801826385553968 -0.22894820432693666 -1.2830556094259402	1 3 0 2
-0.409310930262038 1.7958159926565367 -0.013402298991414886 -1.7503647785560874 0.09640586625621973	3 0 2 4 1
0.5686339673699861 -1.4161046921342824	1 0
-0.6449696330279858 -0.24283637593758906 -0.454555112670678 -0.860227272547689 -0.04083939061871124	3 0 2 1 4
1.1560386414245643 0.6651845454891977	1 0
0.47431729280594126 0.290548022894909	1 0
0.17572335812348766 0.32891936881977135 -1.2511021658384864 -0.3395669423182935 0.6022560191834724	2 3 0 1 4
1.1879760981985865 -0.8386629163585806 0.8126842501229964	1 2 0
0.6893601985026555 -0.34400991153539406	1 0
1.5718947270198746 0.05902612011500802 -0.44473850482628335	2 1 0
0.4926294661773207 0.7335055201619712 -0.21434471921632547 -0.2636625370618257	3 2 0 1
-0.07146520344664146 -2.728303736731852	1 0
2.026231420003148 1.2684113611473617	1 0
0.0881343047271566 0.5221611801828043 -0.9081452991381397 -0.4090931748971163 0.01568026327829994	2 3 4 0 1
0.7204246675527147 -0.6103811151551876	1 0
-0.29751884798324885 -1.2822355526568294 0.6145729958712655 -0.3562201273005598 0.10064566158451027	1 3 0 4 2
-1.2162904720041616 -0.16128350757866008	0 1
0.40040295056515607 0.5718461153285732	0 1
-0.000549669375421483 0.7368500129717538 0.7513994585777743 0.7303555499042349	0 3 1 2
-0.45794940316409594 0.159238190991119	0 1
-0.4805660063192181 0.3903293987317012	0 1
0.5533014907007754 -0.6588468595510709 -0.5362454824395486	1 2 0
-0.367775596579485 1.2124333110854206	0 1
-0.7253544325769513 -0.7829373063907288	1 0
0.49895375061246067 1.01465749439747	0 1
-0.31444287738916954 0.8521280795584608 -1.5904048689048658	2 0 1
0.5662655446561596 1.0719986947329334	0 1
1.3234041216324393 -0.17756648356735086 -0.5728519420486154	2 1 0
-1.7563940052800535 -1.0309489065004926 1.2413006452968485 1.505513550976353 -0.594826430132975	0 1 4 2 3
-1.0402054730671952 -0.48466135556990864 -0.6223280250893942 -1.1151388265617685	3 0 2 1
0.10731175233543752 0.03401262114860973	1 0
-0.17995341712175755 -1.1921064629021845	1 0
-0.27811264547701237 0.23754194383821708 0.6391471711484966 0.16151638147701758	0 3 1 2
-0.08680639870594392 -0.18783366671698695 -0.9311314518265511 0.2429059344687454 2.269202068480531	2 1 0 3 4
0.3186550973226526 -1.1823157066485723 2.663053616892971 -0.9153329731955964 0.7083929693103231	1 3 0 4 2
-0.019410315396906054 0.1993935635735755 -1.427075264457159	2 0 1
-1.9326319197862496 -0.3607151323910993 0.9895905511321641	0 1 2
-1.3284150915594806 0.5470140649196479 0.6225094060675167 -0.153155039272365 1.038632422741958	0 3 1 2 4
0.3822098538830928 1.3930186816170025	0 1
0.7799346915958272 -0.487716216633937 1.2129940385328708 -0.4429043588966867	1 3 0 2
-1.0621268816048886 -2.1069292654962535 0.15448088034198382 0.30431376441622826 -1.7425829132347468	1 4 0 2 3
-2.3129079002438133 0.06758077806541268 0.5561686508527276 0.42774252174373434	0 1 3 2
1.3414542850822933 -1.1491393995723753 -1.316367995064115 -0.38022089170104983 -0.837697443238019	2 1 4 3 0
0.8622938574287273 -0.9767159990449771 0.7226271015807446	1 2 0
-0.8272436289894046 1.1631739751859578 0.17793371303157665	0 2 1
0.574428962889919 0.10267302458664816 -0.10725836067320726 -0.8564515099989846	3 2 1 0
1.2880287824025731 2.0665538611303162	0 1
-0.6518244874856713 -0.8974799444570093 -0.6538844006470947 -0.8136949055914775	1 3 2 0
1.0780291600393341 -0.5146022193069576 -0.8490244296328017	2 1 0
0.4176453908016081 0.550616543781646 -1.0685633812988473	2 0 1
0.9571950629633146 0.5527136802748494 -0.5929093025946355	2 1 0
2.1844753846212703 0.782247998873197	1 0
0.09258001806066966 0.6714592531616335 0.9569882524878022	0 1 2
-0.6576515709110198 -1.1516451813001078	1 0
1.3835665069807306 -0.8480770410757101 0.9134356305300855 -0.9799964677876729	3 1 2 0
1.1562034119246822 1.1041145749653107 -1.0050613971452012 -1.3788273093858454 -0.18776718280217783	3 2 4 1 0
-0.002569764424029929 1.1291414259088393	0 1
-0.4318365299133377 0.5004758619156876 0.6881736675421879	0 1 2
0.3211718230024715 -0.38074803416416686 -0.5309632618913125	2 1 0
1.5657134926957366 0.3523638925277045 0.49217477935435616 -1.397022179226129 -1.1221466132384992	3 4 1 2 0
0.22872809252697762 0.512483511177444 0.5496196184792526 1.0066311240629946 -0.18994851346708913	4 0 1 2 3
-0.2819084384824684 0.03461687125496043 0.4895961219991801	0 1 2
0.9289927698009817 1.0884905377013032 -2.641764283479981	2 0 1
-1.452227512617327 -0.7098212630815414 -1.1398624398426627 -0.21226789129324705 0.8850090690884657	0 2 1 3 4
1.00923274460289 -1.1827441697021768 -1.2358586560963463 0.015354362656313693	2 1 3 0
0.7887081008088492 1.3363957054204052 -0.3446162822675132 -1.7544012990714506	3 2 0 1
1.3977260214877514 0.6864132753522199 -0.47471015459601895 -1.3294839211592007	3 2 1 0
0.24492364186842122 -0.884539722417322 1.257670571081277 2.0824796287352987	1 0 2 3
0.13599275405801028 0.7880059753847012	0 1
0.01006114299036786 1.5924571758078763	0 1
-0.6688721920566342 -1.3554705159538596 0.21007964186633704 -0.6391181329520544 -0.43077259753262503	1 0 3 4 2
0.8402688867819148 0.9888054475756204	0 1
-0.10842693954386017 -0.7261384439225324	1 0
1.6633166686636376 0.45995989862429837 -0.36742320768592895	2 1 0
-1.5036083003398044 0.4800359429365278 0.1488012619205975 -0.5556913561773563	0 3 2 1
-0.2731041163840737 -1.2173165257539267 0.43538889635114714 -0.5471861348094649	1 3 0 2
0.8087220374155194 -1.9877482610608495 -1.1490424435084545	1 2 0
0.4961697694133103 0.24465978849231598 -0.3840319817395476 1.1714143490701776 0.8039644486845692	2 1 0 4 3
0.4118102228097433 -0.766590030373313 -1.2547833182969086	2 1 0
-0.44255933831234223 -1.1786793308740728 0.07140826480430944 0.8333297934915929 -0.6882458751539253	1 4 0 2 3
1.0909329106397008 -0.8388113916609646 0.5440995941276383	1 2 0
-0.33292453650259046 1.3726675907413262 -0.004401377407053838 0.6518940467133804	0 2 3 1
-0.17803986624458232 -0.15710105237129687 0.13522356333190355 -1.2737940304166746 1.402343773339897	3 0 1 2 4
-0.220872174603428 1.1796375393690808	0 1
-0.5729191683234033 -0.6061900168744133 0.5887604134880258 -0.28661207310188647	1 0 3 2
-1.026185528844036 -0.5575688848375585 -0.34646498347003846 -0.23942373444738563	0 1 2 3
-1.2283880574997221 0.048799038828210115 -0.8857249744431606 1.6730521367133842	0 2 1 3
1.4506777778515667 0.8233755768266273 0.5355390019277788 0.29593898784379485 0.7795461201792334	3 2 4 1 0
-0.3278433731919532 2.071145553074739 -1.3902141925480629 -1.234360764230773 -0.43755621195756517	2 3 4 0 1
1.3599569459421716 0.11377134646512821 0.6178057608850969 -0.1658618441855026 1.7925680029872906	3 1 2 0 4
1.9777487783959224 1.3277988492439279 0.017675818699548724	2 1 0
0.2177337986059643 0.9923807546201004 -0.2774603546767201 -0.8098191286929661 -0.6261272316311479	3 4 2 0 1
0.07866737104490784 1.1876629627362545 -0.3150031104708848 1.5570493324526211 -0.6262946657517147	4 2 0 1 3
0.2442740088416493 1.1158074880202808 -0.4886327513121869 -1.0950519271792711 -1.745704571370591	4 3 2 0 1
1.2125429822880383 1.3389924599771426 -0.7665841366918794 1.763805876212605	2 0 1 3
0.881956166421821 -0.5148345375118938 0.9755642815068364	1 0 2
-0.39017985451627446 0.7212506512614743	0 1
-0.2284633244632915 -0.07750440483733906 0.5627926499925429 0.40788229936538833	0 1 3 2
2.0728991829588 -1.059441183637251 -1.1255136397060912 1.3727551222446754 1.3260813901978696	2 1 4 3 0
0.11060669969253593 0.2177311223855705 -0.1621047724673822 -0.44630761030471366 0.5002636231801535	3 2 0 1 4
0.680688464073171 -2.187514953541915 1.2091821096599242 -0.08923986823524128 -0.20593444677693637	1 4 3 0 2
0.23837202899896398 1.3058027042311098 -0.33306154852412156	2 0 1
-1.033601005845449 0.8464415145188513	0 1
-0.11721096797142218 -0.8695534859925872	1 0
1.0895156253480773 -0.2479469035467997	1 0
-1.7381898076994875 -0.3516168377086053 0.0479785586093245	0 1 2
1.2081590186742956 -1.9071920119962333 0.28603698281290557	1 2 0
1.0430090422673268 1.9749912727197545 -0.17748425167577897 -2.41059781079912	3 2 0 1
0.3325628771481006 0.3869999748363413	0 1
-0.20524118981420003 -1.1495872118325945 -1.1510412682441098 0.01856982189714021 1.595338605947604	2 1 0 3 4
-0.6569779106502927 1.45384190252847	0 1
-0.07548923570729443 0.21155902940920826	0 1
-1.171698445726539 -0.4726209821304829	0 1
-0.3223515006807442 1.3399723274146131 0.21014701635361926 0.1993408883474933 0.5200341196709	0 3 2 4 1
0.23881335280127292 0.5449830117581503 -0.5840421171438418 0.0786063250697697 0.07479437526958356	2 4 3 0 1
-0.590593765118435 0.2912226737252493	0 1
0.565520674591903 0.021509637856545357 2.7243061376850313 0.34813834845543973 -0.28030317990212467	4 1 3 0 2
1.4552858523604821 1.551694040441043 -1.3344181191338271	2 0 1
-0.6591033243823443 0.7199879676470794	0 1
0.16456888328633407 0.2860345247994953 -0.6889457873787379 0.27783510936588385 -1.180939494879423	4 2 0 3 1
1.0598435287960515 -0.23539137416572803	1 0
-1.686296649939168 -0.9982532453050786 -0.16707867526565104 -0.20729695289224356	0 1 3 2
-0.20086282176644632 -1.5094793471530885 1.2646825668164936	1 0 2
-1.2463898196521523 -1.08614578262385 -0.005851190968524455 2.197991184801766 0.3427966755077096	0 1 2 4 3
0.8959197098213099 -1.85638874511947 -0.3077266428654639 0.01766901977613451 -0.17209026899841354	1 2 4 3 0
-1.3380149572744642 0.8200198964068658 0.152075780409106	0 2 1
-2.0462163366865505 1.3882720434614826 -0.5264460180460913	0 2 1
2.032213091922892 1.4283732407994434 -0.22213406527909088	2 1 0
-0.22048036725063988 -0.47081405212431426 -0.14041058253370817 0.44913190929667796	1 0 2 3
-0.20071091120919307 1.3689182830325155 -1.4518153368542766 0.23763666625576124	2 0 3 1
-0.8629692919413364 -1.4818778152566068 0.10079632446213635 -0.29352345064115176 -0.3530928689738139	1 0 4 3 2
1.343476248932502 -0.28316797112563785 -1.5213060527858369	2 1 0
-0.0642382044462905 -0.599803664067347	1 0
0.915715134978978 1.3798441381442437 -0.3155355196860742 0.8770298317896701 -0.32788394777564145	4 2 3 0 1
0.35075977322398855 -0.08405061942269773 -1.674853009707843 -0.16614175021529473	2 3 1 0
-0.7926723283708622 -0.06854927166321488 1.351234549478142 -0.7074106780147232	0 3 1 2
1.556022643109724 0.2856407544847863 0.642517322146597 0.9263238174460977 0.09717343472623839	4 1 2 3 0
1.051136981122586 -0.8864506114773075 0.6618245766805921	1 2 0
-0.08785129344105677 -1.6149894403830483 0.10261276036702596 -0.7853648895970305	1 3 0 2
0.13718074832674798 0.7813405034453813	0 1
-0.4763449476620372 0.341364594973349 0.9602736128943173	0 1 2
1.1405209585664826 0.33012558329111963	1 0
0.46041464537044363 0.12513749920315848 -0.5684811130412037 0.8742851529707469 -2.2993868325537457	4 2 1 0 3
0.4461800646541169 0.3407895177902546	1 0
-1.216059598007154 -1.407351847290559 1.521457650132551 2.0210853070003765	1 0 2 3
-0.04469706889633489 0.3700343952286776 0.9608726962843573 0.6191419246978924	0 1 3 2
0.7684903924685331 0.16537245543040927 1.3367228731013323	1 0 2
0.08723909013128114 0.7549323501017114 -0.6253484737755992 0.2953703258886462 -0.5835514547871957	2 4 0 3 1
-0.24924984791118365 -0.8745642491578905 -1.2163872747031779 -0.7632820023292811 0.2786136669023636	2 1 3 0 4
-0.5683293314335618 -1.1219808180760005 -0.34896236447352896 -1.8808273081820304 1.1465196554804649	3 1 0 2 4
0.6910951987076063 -0.7050380846160523 -0.11156855961429041 1.287879808049961	1 2 0 3
1.5889655060485703 0.34775379806637746 -0.09255239826412376 -2.9041082985272326 0.622585201970456	3 2 1 4 0
-0.2235633440588203 -0.07532508604130057 0.26201343224527746 -0.5553347566516058	3 0 1 2
-1.3740917274099673 0.330860881122882 -0.4307391392032936 -1.5574171830378298	3 0 2 1
-0.16326099467850777 0.5137653001867298 1.085104612852919	0 1 2
0.9135747051609742 -0.4966957850545697 1.0729389614869869 2.381364074226607	1 0 2 3
1.0670073945430076 -0.3795961152236832 -1.1377790097162506 0.8097162509528836	2 1 3 0
-0.027841320613897713 -0.29859426072301487 0.4083059331943302 0.8435184696209589	1 0 2 3
-0.3222208610425554 0.20605513182587817 -0.5882303223904007 -0.26121802739081534	2 0 3 1
-1.6483474215107472 -0.18167877303715885 2.182970749167482 -0.582506037164962 0.6886832942902703	0 3 1 4 2
0.47114441751504954 -1.1550358727116723 0.532703207150628 -0.4642012628866015	1 3 0 2
-1.3518274339616718 -1.7818711705696606 -0.0937323243345956 -0.6224428849673612 0.005950572668112062	1 0 3 2 4
-0.7503920403584808 0.6002254151388932 1.2478320058367538 -0.1006361433237341	0 3 1 2
2.0819171500483518 -3.2059615517621105	1 0
1.8935865663126452 -1.8417419543503846 -0.009295808574264548 0.8749969150290882 -0.8535728261994335	1 4 2 3 0
-0.009916845192284428 0.9602349383324921 -0.9190003889755245	2 0 1
2.0443564139283423 1.2727255581705057 -0.5810399944685953 -0.48054922123650173 1.037806424106275	2 3 4 1 0
0.21154791745406984 -2.0735088619752893	1 0
-1.104503529987712 0.4929362424795044	0 1
0.4458317475608653 -0.05145975565870975 -0.0017901420899335374 0.08772390916648613	1 2 3 0
0.787284301021186 0.39076242330541966 -0.5374132830623811 1.1702796582744348 1.5417331980389553	2 1 0 3 4
0.5931694818256144 1.6658236380943825 0.5270363594394836 -0.3226906505015764 -1.470773301426365	4 3 2 0 1
-0.6241477584305896 -2.0675282115247104 1.0632844964663435 -0.2974126204728232 0.6484625790762342	1 0 3 4 2
-1.665075332081223 -0.7412237742723845 0.02312193441184102 0.8234876473172986	0 1 2 3
-0.5752142580366327 -0.12603989517396444 0.6808730461888979	0 1 2
0.32995490523251775 0.879664900319659 -0.9511437836001146	2 0 1
-2.149172411583779 0.9780980462786109 -1.7085033769792017	0 2 1
2.1252242408705118 -0.5533130626641117 0.1757149322430507 0.5140752388087969 0.9539510387156174	1 2 3 4 0
-1.1173557832819752 -0.04062787138656652	0 1
0.3479721462120715 0.24916506728543075 -0.9548917891777717 0.3530615264825185 1.8487281059174483	2 1 0 3 4
-0.6227628535554033 1.3355386755497105 -1.9381929770456523 0.001922051001881106	2 0 3 1
-1.4068636685465272 -0.041598374915542885 0.7564741565881068 -0.8268056764639191	0 3 1 2
-0.5407989052781622 0.6076672089738941 0.91113511561941 -0.13901580997665386	0 3 1 2
0.10010578908092474 -0.30864811190436015 0.1335719458175434 0.6766715956516838 1.6677934825636744	1 0 2 3 4
1.0495634135540295 -1.7038934143851268 1.4896231627061363 0.5625022820286268	1 3 0 2
-0.7390385039063093 -0.6076542903718297 -0.44491682566359664 -1.504342250328939	3 0 1 2
-2.1326306884057575 -0.6417883849365841 -0.14738321928288156 -0.6373321568452495 0.32912620085197836	0 1 3 2 4
1.386913198095422 -0.10035691155957265 0.5375722457348611	1 2 0
0.14209380464305288 -1.1115572228432922 0.6241747606229183 -0.38014711716031013 -0.7194409305389213	1 4 3 0 2
-0.772485422142177 -0.8655596633068877 -0.43325362713419635	1 0 2
-0.5860675024119889 1.13680932014156	0 1
1.1897376198844656 0.29752070460736896	1 0
0.43490544582076807 0.2830305915986779 -2.3835713881003224 1.3025437976675647	2 1 0 3
0.8025401571897139 0.9919412219160371 -0.7994358044676753 -0.5666141966515272	2 3 0 1
-0.18538721715027978 -0.045521283819059365 0.5895732301744802 0.704944911605309	0 1 2 3
0.22710054783074207 0.24866061062640307 -1.3695162614803524	2 0 1
0.4789139482812619 -0.4414818634533832 1.0071836073890128 -1.09150491954541	3 1 0 2
0.4112790939103233 0.11242272649711425 -1.1951224228724366 -0.6944288894977668 -1.0730358859803348	2 4 3 1 0
-0.2979390466910885 -1.14805916545403 1.7082654751819424 0.7681851595629788	1 0 3 2
-1.6114423641661053 -0.6615442848373946	0 1
-0.02259701474624555 1.3146195527242115 0.35414655279210366 -1.5844573218273115 -1.1677390623482429	3 4 0 2 1
-1.3764853754504909 -1.5760784867192192 -0.050277665073841994	1 0 2
0.21175548609972578 0.69562571612487 0.39869880204781855 -1.6353459389105116 1.0531664534333864	3 0 2 1 4
0.1368202522792852 -0.18142319500245652 1.0245401063653659 -1.0084261185011822 -2.3943056932170967	4 3 1 0 2
0.5556256944716346 -1.421652034493279 1.0229385312847217 0.1692522680203646 -0.18654872069714543	1 4 3 0 2
-1.0816015689478644 -0.7095869335962338 0.493660104072848 -0.03901636168884716 -2.5504270827855287	4 0 1 3 2
-0.9712078719232221 0.9863812299441911 -0.6953741949488604 -0.51852493651661	0 2 3 1
0.01100803901981789 0.7585176703592857 -1.9141494946532822	2 0 1
-0.15349424573427045 -0.6002513740459023 -0.07326194502248297 1.3537034923957951	1 0 2 3
-2.1934560282502065 -0.12336694272530198	0 1
0.2550963789179867 -0.28559370283363283	1 0
-0.4419093649841122 -0.9513373046537149 0.9590016686647 -0.19090091142101168 0.8728099291143145	1 0 3 4 2
-2.5112332061106595 1.02359133055373 -0.17152187385098072	0 2 1
1.2118319486632885 0.9060379234629973 -0.7327589887479937 -0.4610403880601936 -1.0133939804421095	4 2 3 1 0
-0.8284181859676727 0.35758364815577826	0 1
-0.7066482830615116 0.028540659892413712 0.009964789589261069	0 2 1
0.3953816707744972 -0.492706697094472 0.06465393058703799 -0.06162879934509556 0.8857353844786711	1 3 2 0 4
0.019854029147479715 -1.0046157479589055	1 0
1.6754495861384668 -0.32120075420074157 0.5558363502492002 -0.7671011267717205	3 1 2 0
0.3735598975168296 1.2980759601130256 0.7630989775138213 0.6530663994779092 -0.7798261358099354	4 0 3 2 1
-1.69484291891274 -0.4040256428912308 0.6979705868481029 0.3549476522870149 -0.8601949175156389	0 4 1 3 2
-0.015429012826932705 2.043748075868116 1.4284727455824648 -1.1032343218649392	3 0 2 1
0.44421929058896703 1.610348238167928 1.551470565222846 0.10149916116148718	3 0 2 1
0.529119104923255 -0.39864192144305627	1 0
0.3105326076510064 -0.33967237763747665 0.12288990294132715 1.063331909182159	1 2 0 3
